"age","workclass","fnlwgt","education","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
45,"Private",146497,"Some-college","Widowed","Exec-managerial","Unmarried","White","Female",0,0,55,"United-States"
26,"Private",416577,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,45,"United-States"
26,"Federal-gov",76900,"Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States"
35,"Private",139012,"Bachelors","Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,40,"Vietnam"
44,"Local-gov",101950,"Prof-school","Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
59,"Self-emp-not-inc",32537,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
32,"Federal-gov",191385,"Assoc-acdm","Divorced","Protective-serv","Not-in-family","White","Male",2174,0,40,"United-States"
18,"Private",142751,"10th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States"
32,"Private",102858,"Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2002,42,"United-States"
21,"Private",117210,"Some-college","Never-married","Sales","Own-child","White","Male",0,0,45,"United-States"
65,,111916,"HS-grad","Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States"
30,"Private",219110,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,46,"United-States"
22,"Private",124940,"Some-college","Married-civ-spouse","Adm-clerical","Wife","Amer-Indian-Eskimo","Female",0,0,44,"United-States"
33,"Private",171876,"Some-college","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States"
38,"Private",354739,"Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,36,"Philippines"
38,"Self-emp-not-inc",217054,"Some-college","Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States"
44,"Self-emp-not-inc",104973,"Masters","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
19,"Local-gov",292962,"HS-grad","Never-married","Craft-repair","Other-relative","Black","Female",0,0,40,"United-States"
70,"Private",102610,"Some-college","Divorced","Other-service","Not-in-family","White","Male",0,0,80,"United-States"
33,"Private",323069,"Assoc-voc","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States"
18,"Private",156874,"12th","Never-married","Other-service","Own-child","White","Male",0,0,27,"United-States"
56,"State-gov",671292,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,38,"United-States"
22,"Private",310152,"Some-college","Never-married","Other-service","Not-in-family","White","Male",3325,0,40,"United-States"
25,"Private",179953,"Masters","Never-married","Prof-specialty","Own-child","White","Female",2597,0,31,"United-States"
51,"Federal-gov",45487,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,80,"United-States"
30,"Private",44419,"Some-college","Never-married","Tech-support","Unmarried","White","Female",0,0,40,"United-States"
39,"Private",114678,"HS-grad","Divorced","Other-service","Unmarried","Black","Female",5455,0,40,"United-States"
36,"Private",29702,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",7688,0,40,"United-States"
30,"Private",109117,"Assoc-voc","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,45,"United-States"
25,"Private",431307,"10th","Married-civ-spouse","Protective-serv","Wife","Black","Female",0,0,50,"United-States"
35,"Private",186934,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States"
39,"Private",120130,"Some-college","Separated","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
32,"State-gov",203849,"7th-8th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,19,"United-States"
24,"Private",353696,"Some-college","Never-married","Other-service","Own-child","White","Male",0,0,20,"Canada"
46,"Self-emp-not-inc",342907,"HS-grad","Married-civ-spouse","Sales","Husband","Black","Male",0,0,60,"United-States"
35,"State-gov",150488,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
31,"Private",22201,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States"
42,"Private",266710,"Some-college","Separated","Adm-clerical","Unmarried","Black","Female",0,0,41,"United-States"
30,"Private",242460,"HS-grad","Separated","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States"
27,"Private",517000,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,35,"United-States"
40,"Private",221172,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
60,,366531,"Assoc-voc","Widowed",,"Not-in-family","White","Female",0,0,40,"United-States"
46,"Private",188027,"Some-college","Never-married","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States"
65,,325537,"Assoc-voc","Married-civ-spouse",,"Husband","White","Male",0,0,50,"United-States"
90,,77053,"HS-grad","Widowed",,"Not-in-family","White","Female",0,4356,40,"United-States"
25,"Private",57512,"Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States"
41,"Private",188615,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
58,"Private",322691,"Bachelors","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
22,"Private",123876,"Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
46,"Local-gov",141058,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States"
41,"Private",233130,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
25,"Private",75759,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,44,"United-States"
22,"Private",235853,"9th","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States"
41,"Private",35166,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States"
51,"Private",103824,"HS-grad","Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"Haiti"
34,"State-gov",61431,"12th","Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States"
23,"Private",433669,"Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
42,"Private",37869,"Some-college","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,1590,40,"United-States"
33,"Private",165814,"HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States"
59,"Private",232672,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
21,"Private",294295,"HS-grad","Never-married","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States"
49,"Private",99179,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
25,"Private",61956,"Some-college","Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States"
40,"Private",224658,"Some-college","Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States"
23,"Private",218782,"10th","Never-married","Handlers-cleaners","Other-relative","Other","Male",0,0,40,"United-States"
20,"State-gov",41103,"Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
66,"Private",166461,"11th","Married-civ-spouse","Sales","Husband","White","Male",0,0,26,"United-States"
21,"Private",189888,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",3325,0,60,"United-States"
39,"Private",175972,"Some-college","Married-civ-spouse","Other-service","Wife","White","Female",0,0,15,"United-States"
21,,143995,"Some-college","Never-married",,"Own-child","Black","Male",0,0,20,"United-States"
18,"Private",163787,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,15,"United-States"
27,"Private",119170,"11th","Never-married","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States"
36,"Private",114605,"Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
36,"Private",290560,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
58,"Private",473836,"7th-8th","Widowed","Farming-fishing","Other-relative","White","Female",0,0,45,"Guatemala"
47,"Private",344157,"11th","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States"
28,"Local-gov",175262,"Assoc-acdm","Married-civ-spouse","Protective-serv","Husband","White","Male",0,2002,40,"England"
19,"Private",69927,"HS-grad","Married-civ-spouse","Other-service","Wife","Black","Female",0,0,16,"United-States"
19,"Without-pay",344858,"HS-grad","Never-married","Farming-fishing","Own-child","White","Male",0,0,20,"United-States"
39,"Private",192251,"10th","Divorced","Other-service","Not-in-family","White","Female",0,0,60,"United-States"
35,"Private",185325,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
31,"Private",110554,"HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",4386,0,40,"United-States"
38,"Private",210438,"7th-8th","Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States"
42,"Private",179524,"Bachelors","Separated","Other-service","Not-in-family","White","Female",0,0,50,"United-States"
45,"Private",347834,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
33,"Private",50276,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States"
29,"Self-emp-not-inc",394927,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States"
37,"Private",160120,"Masters","Never-married","Prof-specialty","Unmarried","Asian-Pac-Islander","Male",0,0,40,"South"
22,"Private",370548,"Assoc-voc","Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States"
20,"Private",120572,"Some-college","Never-married","Other-service","Not-in-family","White","Female",0,0,12,"United-States"
26,"Private",55860,"Some-college","Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States"
35,"Private",208106,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Ecuador"
46,"Private",213408,"Some-college","Divorced","Sales","Unmarried","White","Female",0,0,40,"Cuba"
27,"Private",177761,"Some-college","Married-civ-spouse","Farming-fishing","Husband","Other","Male",0,0,50,"United-States"
51,"State-gov",77905,"Assoc-voc","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
50,"Private",150941,"HS-grad","Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,44,"United-States"
20,"Private",174685,"HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States"
28,"Private",133696,"Bachelors","Never-married","Sales","Unmarried","White","Male",0,0,65,"United-States"
23,"Federal-gov",350680,"Assoc-acdm","Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"Poland"
38,"Private",290306,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
54,"Private",234938,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",4064,0,55,"United-States"
50,"Local-gov",30008,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States"
45,"Local-gov",175958,"9th","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States"
38,"Private",204527,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
46,"Private",167882,"HS-grad","Divorced","Tech-support","Not-in-family","White","Female",0,0,43,"United-States"
39,"Self-emp-inc",189092,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
38,"Private",169672,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
50,"Private",120914,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
59,"Private",188041,"HS-grad","Divorced","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States"
49,"State-gov",354529,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
20,"Private",256211,"Some-college","Never-married","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Vietnam"
33,"Private",104509,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
17,"Local-gov",148194,"11th","Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"United-States"
46,"Self-emp-inc",110702,"Some-college","Divorced","Exec-managerial","Unmarried","White","Female",2036,0,60,"United-States"
33,"Private",101345,"HS-grad","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,42,"Canada"
40,"Self-emp-inc",64885,"Masters","Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States"
65,,273569,"HS-grad","Widowed",,"Unmarried","White","Male",0,0,40,"United-States"
38,"Private",123031,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,48,"Trinadad&Tobago"
24,"Private",126568,"Bachelors","Married-civ-spouse","Other-service","Husband","White","Male",0,0,33,"United-States"
65,"Private",155261,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
73,"State-gov",74040,"7th-8th","Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States"
43,"Self-emp-not-inc",47261,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States"
53,"Private",213378,"HS-grad","Separated","Sales","Not-in-family","White","Female",0,0,33,"United-States"
37,"Private",343721,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
55,"Private",174478,"10th","Never-married","Other-service","Not-in-family","White","Male",0,0,29,"United-States"
24,"State-gov",147147,"Bachelors","Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,20,"United-States"
